"""næring (SN2007)"";""kvartal"";""statistikkvariabel"";""08771: Ledige stillingar, etter næring (SN2007), kvartal og statistikkvariabel"""
"""87 Pleie- og omsorgstenester i institusjon"";""2023K1"";""Ledige stillingar, endring i prosentpoeng frå året før"";0,7"
"""87 Pleie- og omsorgstenester i institusjon"";""2023K2"";""Ledige stillingar"";11000"
"""87 Pleie- og omsorgstenester i institusjon"";""2023K2"";""Ledige stillingar (prosent)"";5,5"
"""87 Pleie- og omsorgstenester i institusjon"";""2023K2"";""Ledige stillingar, endring frå året før"";800"
"""87 Pleie- og omsorgstenester i institusjon"";""2023K2"";""Ledige stillingar, endring i prosentpoeng frå året før"";0,3"
"""87 Pleie- og omsorgstenester i institusjon"";""2023K3"";""Ledige stillingar"";13200"
"""87 Pleie- og omsorgstenester i institusjon"";""2023K3"";""Ledige stillingar (prosent)"";6,1"
"""87 Pleie- og omsorgstenester i institusjon"";""2023K3"";""Ledige stillingar, endring frå året før"";3400"
"""87 Pleie- og omsorgstenester i institusjon"";""2023K3"";""Ledige stillingar, endring i prosentpoeng frå året før"";1,5"
"""87 Pleie- og omsorgstenester i institusjon"";""2023K4"";""Ledige stillingar"";12200"
"""87 Pleie- og omsorgstenester i institusjon"";""2023K4"";""Ledige stillingar (prosent)"";5,9"
"""87 Pleie- og omsorgstenester i institusjon"";""2023K4"";""Ledige stillingar, endring frå året før"";1200"
"""87 Pleie- og omsorgstenester i institusjon"";""2023K4"";""Ledige stillingar, endring i prosentpoeng frå året før"";0,4"
"""88 Sosiale omsorgstenester utan butilbod"";""2010K1"";""Ledige stillingar"";5100"
"""88 Sosiale omsorgstenester utan butilbod"";""2010K1"";""Ledige stillingar (prosent)"";2,8"
"""88 Sosiale omsorgstenester utan butilbod"";""2010K1"";""Ledige stillingar, endring frå året før"";."
"""88 Sosiale omsorgstenester utan butilbod"";""2010K1"";""Ledige stillingar, endring i prosentpoeng frå året før"";."
"""88 Sosiale omsorgstenester utan butilbod"";""2010K2"";""Ledige stillingar"";6400"
"""88 Sosiale omsorgstenester utan butilbod"";""2010K2"";""Ledige stillingar (prosent)"";3,4"
"""88 Sosiale omsorgstenester utan butilbod"";""2010K2"";""Ledige stillingar, endring frå året før"";."
"""88 Sosiale omsorgstenester utan butilbod"";""2010K2"";""Ledige stillingar, endring i prosentpoeng frå året før"";."
"""88 Sosiale omsorgstenester utan butilbod"";""2010K3"";""Ledige stillingar"";5000"
"""88 Sosiale omsorgstenester utan butilbod"";""2010K3"";""Ledige stillingar (prosent)"";2,7"
"""88 Sosiale omsorgstenester utan butilbod"";""2010K3"";""Ledige stillingar, endring frå året før"";."
"""88 Sosiale omsorgstenester utan butilbod"";""2010K3"";""Ledige stillingar, endring i prosentpoeng frå året før"";."
"""88 Sosiale omsorgstenester utan butilbod"";""2010K4"";""Ledige stillingar"";4100"
"""88 Sosiale omsorgstenester utan butilbod"";""2010K4"";""Ledige stillingar (prosent)"";2,2"
"""88 Sosiale omsorgstenester utan butilbod"";""2010K4"";""Ledige stillingar, endring frå året før"";."
"""88 Sosiale omsorgstenester utan butilbod"";""2010K4"";""Ledige stillingar, endring i prosentpoeng frå året før"";."
"""88 Sosiale omsorgstenester utan butilbod"";""2011K1"";""Ledige stillingar"";4800"
"""88 Sosiale omsorgstenester utan butilbod"";""2011K1"";""Ledige stillingar (prosent)"";2,6"
"""88 Sosiale omsorgstenester utan butilbod"";""2011K1"";""Ledige stillingar, endring frå året før"";-300"
"""88 Sosiale omsorgstenester utan butilbod"";""2011K1"";""Ledige stillingar, endring i prosentpoeng frå året før"";-0,2"
"""88 Sosiale omsorgstenester utan butilbod"";""2011K2"";""Ledige stillingar"";6700"
"""88 Sosiale omsorgstenester utan butilbod"";""2011K2"";""Ledige stillingar (prosent)"";3,5"
"""88 Sosiale omsorgstenester utan butilbod"";""2011K2"";""Ledige stillingar, endring frå året før"";300"
"""88 Sosiale omsorgstenester utan butilbod"";""2011K2"";""Ledige stillingar, endring i prosentpoeng frå året før"";0,1"
"""88 Sosiale omsorgstenester utan butilbod"";""2011K3"";""Ledige stillingar"";4000"
"""88 Sosiale omsorgstenester utan butilbod"";""2011K3"";""Ledige stillingar (prosent)"";2,2"
"""88 Sosiale omsorgstenester utan butilbod"";""2011K3"";""Ledige stillingar, endring frå året før"";-1000"
"""88 Sosiale omsorgstenester utan butilbod"";""2011K3"";""Ledige stillingar, endring i prosentpoeng frå året før"";-0,6"
"""88 Sosiale omsorgstenester utan butilbod"";""2011K4"";""Ledige stillingar"";4400"
"""88 Sosiale omsorgstenester utan butilbod"";""2011K4"";""Ledige stillingar (prosent)"";2,4"
"""88 Sosiale omsorgstenester utan butilbod"";""2011K4"";""Ledige stillingar, endring frå året før"";300"
"""88 Sosiale omsorgstenester utan butilbod"";""2011K4"";""Ledige stillingar, endring i prosentpoeng frå året før"";0,2"
"""88 Sosiale omsorgstenester utan butilbod"";""2012K1"";""Ledige stillingar"";3400"
"""88 Sosiale omsorgstenester utan butilbod"";""2012K1"";""Ledige stillingar (prosent)"";1,8"
"""88 Sosiale omsorgstenester utan butilbod"";""2012K1"";""Ledige stillingar, endring frå året før"";-1500"
"""88 Sosiale omsorgstenester utan butilbod"";""2012K1"";""Ledige stillingar, endring i prosentpoeng frå året før"";-0,8"
"""88 Sosiale omsorgstenester utan butilbod"";""2012K2"";""Ledige stillingar"";6100"
"""88 Sosiale omsorgstenester utan butilbod"";""2012K2"";""Ledige stillingar (prosent)"";3,2"
"""88 Sosiale omsorgstenester utan butilbod"";""2012K2"";""Ledige stillingar, endring frå året før"";-600"
"""88 Sosiale omsorgstenester utan butilbod"";""2012K2"";""Ledige stillingar, endring i prosentpoeng frå året før"";-0,3"
"""88 Sosiale omsorgstenester utan butilbod"";""2012K3"";""Ledige stillingar"";4100"
"""88 Sosiale omsorgstenester utan butilbod"";""2012K3"";""Ledige stillingar (prosent)"";2,2"
"""88 Sosiale omsorgstenester utan butilbod"";""2012K3"";""Ledige stillingar, endring frå året før"";200"
"""88 Sosiale omsorgstenester utan butilbod"";""2012K3"";""Ledige stillingar, endring i prosentpoeng frå året før"";0,1"
"""88 Sosiale omsorgstenester utan butilbod"";""2012K4"";""Ledige stillingar"";4100"
"""88 Sosiale omsorgstenester utan butilbod"";""2012K4"";""Ledige stillingar (prosent)"";2,2"
"""88 Sosiale omsorgstenester utan butilbod"";""2012K4"";""Ledige stillingar, endring frå året før"";-300"
"""88 Sosiale omsorgstenester utan butilbod"";""2012K4"";""Ledige stillingar, endring i prosentpoeng frå året før"";-0,2"
"""88 Sosiale omsorgstenester utan butilbod"";""2013K1"";""Ledige stillingar"";4700"
"""88 Sosiale omsorgstenester utan butilbod"";""2013K1"";""Ledige stillingar (prosent)"";2,5"
"""88 Sosiale omsorgstenester utan butilbod"";""2013K1"";""Ledige stillingar, endring frå året før"";1300"
"""88 Sosiale omsorgstenester utan butilbod"";""2013K1"";""Ledige stillingar, endring i prosentpoeng frå året før"";0,7"
"""88 Sosiale omsorgstenester utan butilbod"";""2013K2"";""Ledige stillingar"";5800"
"""88 Sosiale omsorgstenester utan butilbod"";""2013K2"";""Ledige stillingar (prosent)"";3,1"
"""88 Sosiale omsorgstenester utan butilbod"";""2013K2"";""Ledige stillingar, endring frå året før"";-200"
"""88 Sosiale omsorgstenester utan butilbod"";""2013K2"";""Ledige stillingar, endring i prosentpoeng frå året før"";-0,1"
"""88 Sosiale omsorgstenester utan butilbod"";""2013K3"";""Ledige stillingar"";3600"
"""88 Sosiale omsorgstenester utan butilbod"";""2013K3"";""Ledige stillingar (prosent)"";2"
"""88 Sosiale omsorgstenester utan butilbod"";""2013K3"";""Ledige stillingar, endring frå året før"";-500"
"""88 Sosiale omsorgstenester utan butilbod"";""2013K3"";""Ledige stillingar, endring i prosentpoeng frå året før"";-0,3"
"""88 Sosiale omsorgstenester utan butilbod"";""2013K4"";""Ledige stillingar"";3200"
"""88 Sosiale omsorgstenester utan butilbod"";""2013K4"";""Ledige stillingar (prosent)"";1,7"
"""88 Sosiale omsorgstenester utan butilbod"";""2013K4"";""Ledige stillingar, endring frå året før"";-900"
"""88 Sosiale omsorgstenester utan butilbod"";""2013K4"";""Ledige stillingar, endring i prosentpoeng frå året før"";-0,5"
"""88 Sosiale omsorgstenester utan butilbod"";""2014K1"";""Ledige stillingar"";3900"
"""88 Sosiale omsorgstenester utan butilbod"";""2014K1"";""Ledige stillingar (prosent)"";2,1"
"""88 Sosiale omsorgstenester utan butilbod"";""2014K1"";""Ledige stillingar, endring frå året før"";-800"
"""88 Sosiale omsorgstenester utan butilbod"";""2014K1"";""Ledige stillingar, endring i prosentpoeng frå året før"";-0,4"
"""88 Sosiale omsorgstenester utan butilbod"";""2014K2"";""Ledige stillingar"";5300"
"""88 Sosiale omsorgstenester utan butilbod"";""2014K2"";""Ledige stillingar (prosent)"";2,8"
"""88 Sosiale omsorgstenester utan butilbod"";""2014K2"";""Ledige stillingar, endring frå året før"";-500"
"""88 Sosiale omsorgstenester utan butilbod"";""2014K2"";""Ledige stillingar, endring i prosentpoeng frå året før"";-0,3"
"""88 Sosiale omsorgstenester utan butilbod"";""2014K3"";""Ledige stillingar"";2500"
"""88 Sosiale omsorgstenester utan butilbod"";""2014K3"";""Ledige stillingar (prosent)"";1,4"
"""88 Sosiale omsorgstenester utan butilbod"";""2014K3"";""Ledige stillingar, endring frå året før"";-1100"
"""88 Sosiale omsorgstenester utan butilbod"";""2014K3"";""Ledige stillingar, endring i prosentpoeng frå året før"";-0,6"
"""88 Sosiale omsorgstenester utan butilbod"";""2014K4"";""Ledige stillingar"";3500"
"""88 Sosiale omsorgstenester utan butilbod"";""2014K4"";""Ledige stillingar (prosent)"";1,9"
"""88 Sosiale omsorgstenester utan butilbod"";""2014K4"";""Ledige stillingar, endring frå året før"";300"
"""88 Sosiale omsorgstenester utan butilbod"";""2014K4"";""Ledige stillingar, endring i prosentpoeng frå året før"";0,1"
"""88 Sosiale omsorgstenester utan butilbod"";""2015K1"";""Ledige stillingar"";6200"
"""88 Sosiale omsorgstenester utan butilbod"";""2015K1"";""Ledige stillingar (prosent)"";2,9"
"""88 Sosiale omsorgstenester utan butilbod"";""2015K1"";""Ledige stillingar, endring frå året før"";2300"
"""88 Sosiale omsorgstenester utan butilbod"";""2015K1"";""Ledige stillingar, endring i prosentpoeng frå året før"";0,8"
"""88 Sosiale omsorgstenester utan butilbod"";""2015K2"";""Ledige stillingar"";4700"
"""88 Sosiale omsorgstenester utan butilbod"";""2015K2"";""Ledige stillingar (prosent)"";2,2"
"""88 Sosiale omsorgstenester utan butilbod"";""2015K2"";""Ledige stillingar, endring frå året før"";-600"
"""88 Sosiale omsorgstenester utan butilbod"";""2015K2"";""Ledige stillingar, endring i prosentpoeng frå året før"";-0,6"
"""88 Sosiale omsorgstenester utan butilbod"";""2015K3"";""Ledige stillingar"";3000"
"""88 Sosiale omsorgstenester utan butilbod"";""2015K3"";""Ledige stillingar (prosent)"";1,5"
"""88 Sosiale omsorgstenester utan butilbod"";""2015K3"";""Ledige stillingar, endring frå året før"";500"
"""88 Sosiale omsorgstenester utan butilbod"";""2015K3"";""Ledige stillingar, endring i prosentpoeng frå året før"";0,1"
"""88 Sosiale omsorgstenester utan butilbod"";""2015K4"";""Ledige stillingar"";3300"
"""88 Sosiale omsorgstenester utan butilbod"";""2015K4"";""Ledige stillingar (prosent)"";1,5"
"""88 Sosiale omsorgstenester utan butilbod"";""2015K4"";""Ledige stillingar, endring frå året før"";-100"
"""88 Sosiale omsorgstenester utan butilbod"";""2015K4"";""Ledige stillingar, endring i prosentpoeng frå året før"";-0,3"
"""88 Sosiale omsorgstenester utan butilbod"";""2016K1"";""Ledige stillingar"";4500"
"""88 Sosiale omsorgstenester utan butilbod"";""2016K1"";""Ledige stillingar (prosent)"";2,1"
"""88 Sosiale omsorgstenester utan butilbod"";""2016K1"";""Ledige stillingar, endring frå året før"";-1700"
"""88 Sosiale omsorgstenester utan butilbod"";""2016K1"";""Ledige stillingar, endring i prosentpoeng frå året før"";-0,8"
"""88 Sosiale omsorgstenester utan butilbod"";""2016K2"";""Ledige stillingar"";5000"
"""88 Sosiale omsorgstenester utan butilbod"";""2016K2"";""Ledige stillingar (prosent)"";2,3"
"""88 Sosiale omsorgstenester utan butilbod"";""2016K2"";""Ledige stillingar, endring frå året før"";300"
"""88 Sosiale omsorgstenester utan butilbod"";""2016K2"";""Ledige stillingar, endring i prosentpoeng frå året før"";0,1"
"""88 Sosiale omsorgstenester utan butilbod"";""2016K3"";""Ledige stillingar"";4200"
"""88 Sosiale omsorgstenester utan butilbod"";""2016K3"";""Ledige stillingar (prosent)"";1,9"
"""88 Sosiale omsorgstenester utan butilbod"";""2016K3"";""Ledige stillingar, endring frå året før"";1100"
"""88 Sosiale omsorgstenester utan butilbod"";""2016K3"";""Ledige stillingar, endring i prosentpoeng frå året før"";0,5"
"""88 Sosiale omsorgstenester utan butilbod"";""2016K4"";""Ledige stillingar"";5100"
"""88 Sosiale omsorgstenester utan butilbod"";""2016K4"";""Ledige stillingar (prosent)"";2,3"
"""88 Sosiale omsorgstenester utan butilbod"";""2016K4"";""Ledige stillingar, endring frå året før"";1800"
"""88 Sosiale omsorgstenester utan butilbod"";""2016K4"";""Ledige stillingar, endring i prosentpoeng frå året før"";0,8"
"""88 Sosiale omsorgstenester utan butilbod"";""2017K1"";""Ledige stillingar"";3000"
"""88 Sosiale omsorgstenester utan butilbod"";""2017K1"";""Ledige stillingar (prosent)"";1,4"
"""88 Sosiale omsorgstenester utan butilbod"";""2017K1"";""Ledige stillingar, endring frå året før"";-1600"
"""88 Sosiale omsorgstenester utan butilbod"";""2017K1"";""Ledige stillingar, endring i prosentpoeng frå året før"";-0,7"
"""88 Sosiale omsorgstenester utan butilbod"";""2017K2"";""Ledige stillingar"";7200"
"""88 Sosiale omsorgstenester utan butilbod"";""2017K2"";""Ledige stillingar (prosent)"";3,3"
"""88 Sosiale omsorgstenester utan butilbod"";""2017K2"";""Ledige stillingar, endring frå året før"";2200"
"""88 Sosiale omsorgstenester utan butilbod"";""2017K2"";""Ledige stillingar, endring i prosentpoeng frå året før"";1"
"""88 Sosiale omsorgstenester utan butilbod"";""2017K3"";""Ledige stillingar"";4000"
"""88 Sosiale omsorgstenester utan butilbod"";""2017K3"";""Ledige stillingar (prosent)"";1,9"
"""88 Sosiale omsorgstenester utan butilbod"";""2017K3"";""Ledige stillingar, endring frå året før"";-200"
"""88 Sosiale omsorgstenester utan butilbod"";""2017K3"";""Ledige stillingar, endring i prosentpoeng frå året før"";-0,1"
"""88 Sosiale omsorgstenester utan butilbod"";""2017K4"";""Ledige stillingar"";3700"
"""88 Sosiale omsorgstenester utan butilbod"";""2017K4"";""Ledige stillingar (prosent)"";1,7"
"""88 Sosiale omsorgstenester utan butilbod"";""2017K4"";""Ledige stillingar, endring frå året før"";-1400"
"""88 Sosiale omsorgstenester utan butilbod"";""2017K4"";""Ledige stillingar, endring i prosentpoeng frå året før"";-0,6"
"""88 Sosiale omsorgstenester utan butilbod"";""2018K1"";""Ledige stillingar"";3900"
"""88 Sosiale omsorgstenester utan butilbod"";""2018K1"";""Ledige stillingar (prosent)"";1,8"
"""88 Sosiale omsorgstenester utan butilbod"";""2018K1"";""Ledige stillingar, endring frå året før"";900"
"""88 Sosiale omsorgstenester utan butilbod"";""2018K1"";""Ledige stillingar, endring i prosentpoeng frå året før"";0,4"
"""88 Sosiale omsorgstenester utan butilbod"";""2018K2"";""Ledige stillingar"";4700"
"""88 Sosiale omsorgstenester utan butilbod"";""2018K2"";""Ledige stillingar (prosent)"";2,2"
"""88 Sosiale omsorgstenester utan butilbod"";""2018K2"";""Ledige stillingar, endring frå året før"";-2500"
"""88 Sosiale omsorgstenester utan butilbod"";""2018K2"";""Ledige stillingar, endring i prosentpoeng frå året før"";-1,1"
"""88 Sosiale omsorgstenester utan butilbod"";""2018K3"";""Ledige stillingar"";4500"
"""88 Sosiale omsorgstenester utan butilbod"";""2018K3"";""Ledige stillingar (prosent)"";2,1"
"""88 Sosiale omsorgstenester utan butilbod"";""2018K3"";""Ledige stillingar, endring frå året før"";600"
"""88 Sosiale omsorgstenester utan butilbod"";""2018K3"";""Ledige stillingar, endring i prosentpoeng frå året før"";0,3"
"""88 Sosiale omsorgstenester utan butilbod"";""2018K4"";""Ledige stillingar"";2900"
"""88 Sosiale omsorgstenester utan butilbod"";""2018K4"";""Ledige stillingar (prosent)"";1,3"
"""88 Sosiale omsorgstenester utan butilbod"";""2018K4"";""Ledige stillingar, endring frå året før"";-700"
"""88 Sosiale omsorgstenester utan butilbod"";""2018K4"";""Ledige stillingar, endring i prosentpoeng frå året før"";-0,3"
"""88 Sosiale omsorgstenester utan butilbod"";""2019K1"";""Ledige stillingar"";4700"
"""88 Sosiale omsorgstenester utan butilbod"";""2019K1"";""Ledige stillingar (prosent)"";2,2"
"""88 Sosiale omsorgstenester utan butilbod"";""2019K1"";""Ledige stillingar, endring frå året før"";800"
"""88 Sosiale omsorgstenester utan butilbod"";""2019K1"";""Ledige stillingar, endring i prosentpoeng frå året før"";0,4"
"""88 Sosiale omsorgstenester utan butilbod"";""2019K2"";""Ledige stillingar"";6500"
"""88 Sosiale omsorgstenester utan butilbod"";""2019K2"";""Ledige stillingar (prosent)"";3"
"""88 Sosiale omsorgstenester utan butilbod"";""2019K2"";""Ledige stillingar, endring frå året før"";1800"
"""88 Sosiale omsorgstenester utan butilbod"";""2019K2"";""Ledige stillingar, endring i prosentpoeng frå året før"";0,8"
"""88 Sosiale omsorgstenester utan butilbod"";""2019K3"";""Ledige stillingar"";3900"
"""88 Sosiale omsorgstenester utan butilbod"";""2019K3"";""Ledige stillingar (prosent)"";1,8"
"""88 Sosiale omsorgstenester utan butilbod"";""2019K3"";""Ledige stillingar, endring frå året før"";-600"
"""88 Sosiale omsorgstenester utan butilbod"";""2019K3"";""Ledige stillingar, endring i prosentpoeng frå året før"";-0,3"
"""88 Sosiale omsorgstenester utan butilbod"";""2019K4"";""Ledige stillingar"";3900"
"""88 Sosiale omsorgstenester utan butilbod"";""2019K4"";""Ledige stillingar (prosent)"";1,8"
